filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-032_Cau_337.wav,The doctor made me take medicine.,The doctor made me take medicine.,the doctor made me take medicine,the doctor made me take medicine,0.0,0.0
P-032_Cau_343.wav,The joke made everyone laugh.,The joke made everyone laugh.,the joke made everyone laugh,the joke made everyone laugh,0.0,0.0
P-032_Cls_189.wav,We need an electric wire.,We need an electric wire.,we need an electric wire,we need an electric wire,0.0,0.0
P-032_Cls_190.wav,This log of wood is thick.,This log of wood is thick.,this log of wood is thick,this log of wood is thick,0.0,0.0
P-032_Cls_192.wav,Give me a small banana.,Give me a small banana.,give me a small banana,give me a small banana,0.0,0.0
P-032_Cls_197.wav,Tie them with a rope.,Tie them with a rope.,tie them with a rope,tie them with a rope,0.0,0.0
P-032_Cls_198.wav,Go and buy some ripe fruits.,Go and buy some ripe fruits.,go and buy some ripe fruits,go and buy some ripe fruits,0.0,0.0
P-032_Cls_203.wav,I have five cars.,I have five cars.,i have five cars,i have five cars,0.0,0.0
P-032_Cls_208.wav,We need five sheets of paper.,We need five sheets of paper.,we need five sheets of paper,we need five sheets of paper,0.0,0.0
P-032_ECV_156.wav,He died.,He died.,he died,he died,0.0,0.0
P-032_ECV_168.wav,Hassan went to swim.,Hassan went to swim.,hassan went to swim,hassan went to swim,0.0,0.0
P-032_ECV_169.wav,"He came, sat, ate and went away.","He came, sat, ate and went away.",he came sat ate and went away,he came sat ate and went away,0.0,0.0
P-032_ECV_175.wav,Wash your hands before eating.,Wash your hands before eating.,wash your hands before eating,wash your hands before eating,0.0,0.0
P-032_ECV_177.wav,She went to the market to buy vegetables.,She went to the market to buy vegetables.,she went to the market to buy vegetables,she went to the market to buy vegetables,0.0,0.0
P-032_ECV_180.wav,He looked at me and smiled.,He looked at me and smiled.,he looked at me and smiled,he looked at me and smiled,0.0,0.0
P-032_Imp_467.wav,Go there.,Go there.,go there,go there,0.0,0.0
P-032_Imp_469.wav,Stand up.,Stand up.,stand up,stand up,0.0,0.0
P-032_Imp_482.wav,Do not touch that.,Do not touch that.,do not touch that,do not touch that,0.0,0.0
P-032_Imp_488.wav,Come and help me.,Come and help me.,come and help me,come and help me,0.0,0.0
P-032_Imp_500.wav,Bring me your notes tomorrow.,Bring me your notes tomorrow.,bring me your notes tomorrow,bring me your notes tomorrow,0.0,0.0
P-032_Int_215.wav,Where are you going?,Where are you going?,where are you going,where are you going,0.0,0.0
P-032_Int_222.wav,Did you eat?,Did you eat?,did you eat,did you eat,0.0,0.0
P-032_Int_223.wav,Can you help me?,Can you help me?,can you help me,can you help me,0.0,0.0
P-032_Int_230.wav,Do you have money?,Do you have any money?,do you have money,do you have any money,25.0,23.53
P-032_Int_236.wav,Can she speak English?,Can she speak English?,can she speak english,can she speak english,0.0,0.0
P-032_Int_242.wav,Will you walk with me?,Will you walk with me?,will you walk with me,will you walk with me,0.0,0.0
P-032_Int_243.wav,What do you want to buy?,What do you want to buy?,what do you want to buy,what do you want to buy,0.0,0.0
P-032_Int_349.wav,Why are you crying?,Why are you crying?,why are you crying,why are you crying,0.0,0.0
P-032_Int_368.wav,Can she read this?,Can she read this?,can she read this,can she read this,0.0,0.0
P-032_Int_373.wav,Don’t they know the truth?,Don’t they know the truth?,don’t they know the truth,don’t they know the truth,0.0,0.0
P-032_Neg_105.wav,They are not here.,They are not here.,they are not here,they are not here,0.0,0.0
P-032_Neg_123.wav,If you don’t study you will fail.,If you don’t study you will fail.,if you don’t study you will fail,if you don’t study you will fail,0.0,0.0
P-032_Neg_95.wav,There is no water in the river.,There is no water in the river.,there is no water in the river,there is no water in the river,0.0,0.0
P-032_Pas_439.wav,The food was cooked by her.,The food was cooked by her.,the food was cooked by her,the food was cooked by her,0.0,0.0
P-032_Pas_449.wav,The room will be cleaned soon.,The room will be cleaned soon.,the room will be cleaned soon,the room will be cleaned soon,0.0,0.0
P-032_Pas_450.wav,The work will be finished by tomorrow.,The work will be finished by tomorrow.,the work will be finished by tomorrow,the work will be finished by tomorrow,0.0,0.0
P-032_Pas_461.wav,The rules must be followed.,The rules must be followed.,the rules must be followed,the rules must be followed,0.0,0.0
P-032_Pos_383.wav,My family has land near the river.,My family has land near the river.,my family has land near the river,my family has land near the river,0.0,0.0
P-032_Pos_384.wav,They have no money.,They have no money.,they have no money,they have no money,0.0,0.0
P-032_Pos_393.wav,The house has a small garden.,The house has a small garden.,the house has a small garden,the house has a small garden,0.0,0.0
P-032_Pos_398.wav,The river has clear water.,The river has clear water.,the river has clear water,the river has clear water,0.0,0.0
P-032_Pos_403.wav,The farmer has two cows.,The farmer has two cows.,the farmer has two cows,the farmer has two cows,0.0,0.0
P-032_Pro_245.wav,You are late.,You are late.,you are late,you are late,0.0,0.0
P-032_Pro_246.wav,She is sleeping.,She is sleeping.,she is sleeping,she is sleeping,0.0,0.0
P-032_Pro_248.wav,They are playing.,They are playing.,they are playing,they are playing,0.0,0.0
P-032_Pro_252.wav,They called you yesterday.,They called you yesterday.,they called you yesterday,they called you yesterday,0.0,0.0
P-032_Pro_262.wav,They came from him.,They came from him.,they came from him,they came from him,0.0,0.0
P-032_Pro_264.wav,This is my bag.,This is my bag.,this is my bag,this is my bag,0.0,0.0
P-032_Pro_271.wav,Leave it over there.,Leave it over there.,leave it over there,leave it over there,0.0,0.0
P-032_Pro_272.wav,They live near here.,They live near here.,they live near here,they live near here,0.0,0.0
P-032_Pro_275.wav,She will go tomorrow.,She will go tomorrow.,she will go tomorrow,she will go tomorrow,0.0,0.0
P-032_Pro_279.wav,Tomorrow we will go.,Tomorrow we will go.,tomorrow we will go,tomorrow we will go,0.0,0.0
P-032_Ref_138.wav,We introduced ourselves to the teacher.,We introduced ourselves to the teacher.,we introduced ourselves to the teacher,we introduced ourselves to the teacher,0.0,0.0
P-032_Ref_140.wav,She taught herself to read.,She taught herself to read.,she taught herself to read,she taught herself to read,0.0,0.0
P-032_Simple_16.wav,He (right here) tried to feed the elephant.,He (right here) tried to feed the elephant.,he right here tried to feed the elephant,he right here tried to feed the elephant,0.0,0.0
P-032_Simple_18.wav,I will go when my mother comes.,I will go when my mother comes.,i will go when my mother comes,i will go when my mother comes,0.0,0.0
P-032_Simple_26.wav,I told him (not here) that she is my sister.,I told him (not here) that she is my sister.,i told him not here that she is my sister,i told him not here that she is my sister,0.0,0.0
P-032_Simple_27.wav,She (right here) thinks that he (not here) will come tomorrow.,She (right here) thinks that he (not here) will come tomorrow.,she right here thinks that he not here will come tomorrow,she right here thinks that he not here will come tomorrow,0.0,0.0
P-032_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,he right here met a new teacher at school,he right here met a new teacher at school,0.0,0.0
P-032_TAM_65.wav,I am walking to field now.,I am walking to field now.,i am walking to field now,i am walking to field now,0.0,0.0
P-032_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,i fell down when she pushed me,i fell down when she pushed me,0.0,0.0
P-032_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-032_TAM_73.wav,We walk to school daily.,We walk to school daily.,we walk to school daily,we walk to school daily,0.0,0.0
P-032_TAM_83.wav,You should not walk at night.,You should not walk at night.,you should not walk at night,you should not walk at night,0.0,0.0
P-032_TAM_84.wav,We will be walking when you arrive.,We will be walking when you arrive.,we will be walking when you arrive,we will be walking when you arrive,0.0,0.0
P-032_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,they had walked far before it started raining,they had walked far before it started raining,0.0,0.0
P-032_TAM_90.wav,"I want to walk, but I am tired.","I want to walk, but I am tired.",i want to walk but i am tired,i want to walk but i am tired,0.0,0.0
P-032_TAM_92.wav,Jemal is not walking tomorrow.,Jemal is not walking tomorrow.,jemal is not walking tomorrow,jemal is not walking tomorrow,0.0,0.0
P-032_Val_284.wav,The mother woke the child up.,The mother woke the child up.,the mother woke the child up,the mother woke the child up,0.0,0.0
P-032_Val_304.wav,The teacher made the boy sit and study.,The teacher made the boy sit and study.,the teacher made the boy sit and study,the teacher made the boy sit and study,0.0,0.0
P-033_Adp_409.wav,The dog is under the table.,The dog is under the table.,the dog is under the table,the dog is under the table,0.0,0.0
P-033_Adp_422.wav,He fell from the tree.,He fell from the tree.,he fell from the tree,he fell from the tree,0.0,0.0
P-033_Adp_433.wav,The store is across the road.,The shop is across the road.,the store is across the road,the shop is across the road,16.67,10.71
P-033_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,she right here hit the bear,she right here hit the bear,0.0,0.0
P-033_Case_44.wav,He cut the tree with an axe.,He cut the tree with an axe.,he cut the tree with an axe,he cut the tree with an axe,0.0,0.0
P-033_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-033_Case_61.wav,My friend’s sister was ill.,My friend’s sister was ill.,my friend’s sister was ill,my friend’s sister was ill,0.0,0.0
P-033_Cau_323.wav,The house was burnt by the thieves.,The house was burnt by the thieves.,the house was burnt by the thieves,the house was burnt by the thieves,0.0,0.0
P-033_Cau_329.wav,She made him wash the dishes.,She made him wash the dishes.,she made him wash the dishes,she made him wash the dishes,0.0,0.0
P-033_Cls_190.wav,This log of wood is thick.,This log of wood is thick.,this log of wood is thick,this log of wood is thick,0.0,0.0
P-033_Cls_191.wav,This is a door.,This is a door.,this is a door,this is a door,0.0,0.0
P-033_Cls_192.wav,Give me a small banana.,Give me a small banana.,give me a small banana,give me a small banana,0.0,0.0
P-033_Cls_195.wav,We built the house with stones.,We built the house with stones.,we built the house with stones,we built the house with stones,0.0,0.0
P-033_Cls_197.wav,Tie them with a rope.,Tie them with a rope.,tie them with a rope,tie them with a rope,0.0,0.0
P-033_Cls_198.wav,Go and buy some ripe fruits.,Go and buy some ripe fruits.,go and buy some ripe fruits,go and buy some ripe fruits,0.0,0.0
P-033_Cls_201.wav,Give me three long objects.,Give me three long objects.,give me three long objects,give me three long objects,0.0,0.0
P-033_Cls_204.wav,I need ten dresses.,I need ten dresses.,i need ten dresses,i need ten dresses,0.0,0.0
P-033_Cls_207.wav,He bought three pieces of cloth.,He bought three pieces of cloth.,he bought three pieces of cloth,he bought three pieces of cloth,0.0,0.0
P-033_Cls_212.wav,Give me one long stick.,Give me one long stick.,give me one long stick,give me one long stick,0.0,0.0
P-033_Cls_213.wav,He broke two glass bottles.,He broke two glass bottles.,he broke two glass bottles,he broke two glass bottles,0.0,0.0
P-033_ECV_160.wav,He cleaned up the room.,He cleaned up the room.,he cleaned up the room,he cleaned up the room,0.0,0.0
P-033_ECV_161.wav,She called me.,He called me.,she called me,he called me,33.33,7.69
P-033_ECV_165.wav,Sleep after eating.,Sleep after eating.,sleep after eating,sleep after eating,0.0,0.0
P-033_ECV_167.wav,I came here to see you.,I came here to see you.,i came here to see you,i came here to see you,0.0,0.0
P-033_ECV_172.wav,"He stood up, picked the bag, and left.","He stood up, picked the bag, and left.",he stood up picked the bag and left,he stood up picked the bag and left,0.0,0.0
P-033_ECV_177.wav,She went to the market to buy vegetables.,She went to the market to buy vegetables.,she went to the market to buy vegetables,she went to the market to buy vegetables,0.0,0.0
P-033_Imp_468.wav,Sit down.,Sit down.,sit down,sit down,0.0,0.0
P-033_Imp_480.wav,Speak slowly.,Speak slowly.,speak slowly,speak slowly,0.0,0.0
P-033_Imp_482.wav,Do not touch that.,Do not touch that.,do not touch that,do not touch that,0.0,0.0
P-033_Imp_484.wav,Do not run inside.,Do not run inside.,do not run inside,do not run inside,0.0,0.0
P-033_Imp_491.wav,Please wait a moment.,Please wait a moment.,please wait a moment,please wait a moment,0.0,0.0
P-033_Imp_495.wav,Let her sit here.,Let her sit here.,let her sit here,let her sit here,0.0,0.0
P-033_Int_235.wav,Where should we meet?,Where should we meet?,where should we meet,where should we meet,0.0,0.0
P-033_Int_348.wav,When will she arrive?,When will she arrive?,when will she arrive,when will she arrive,0.0,0.0
P-033_Int_352.wav,Will she stay here?,Will she stay here?,will she stay here,will she stay here,0.0,0.0
P-033_Int_362.wav,Where did she come from?,Where did she come from?,where did she come from,where did she come from,0.0,0.0
P-033_Int_370.wav,May I open the door?,May I open the door?,may i open the door,may i open the door,0.0,0.0
P-033_Neg_102.wav,I have not eaten.,I have not eaten.,i have not eaten,i have not eaten,0.0,0.0
P-033_Neg_103.wav,I had not eaten yet.,I had not eaten yet.,i had not eaten yet,i had not eaten yet,0.0,0.0
P-033_Neg_106.wav,I am not hungry.,I am not hungry.,i am not hungry,i am not hungry,0.0,0.0
P-033_Neg_107.wav,I do not know.,I do not know.,i do not know,i do not know,0.0,0.0
P-033_Neg_108.wav,Do not enter.,Do not enter.,do not enter,do not enter,0.0,0.0
P-033_Neg_111.wav,I think he will not come.,I don’t think he will come.,i think he will not come,i don’t think he will come,33.33,41.67
P-033_Neg_113.wav,I never drink juice.,I never drink juice.,i never drink juice,i never drink juice,0.0,0.0
P-033_Neg_114.wav,She did not eat anything yesterday.,She did not eat anything yesterday.,she did not eat anything yesterday,she did not eat anything yesterday,0.0,0.0
P-033_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,nothing can be done about his illness,nothing can be done about his illness,0.0,0.0
P-033_Neg_94a.wav,He (right here) is not a teacher.,He (right here) is not a teacher.,he right here is not a teacher,he right here is not a teacher,0.0,0.0
P-033_Pas_437.wav,The door was opened by the boy.,The door was opened by the boy.,the door was opened by the boy,the door was opened by the boy,0.0,0.0
P-033_Pas_440.wav,The house was built last year.,The house was built last year.,the house was built last year,the house was built last year,0.0,0.0
P-033_Pas_443.wav,The letter was written by my brother.,The letter was written by my brother.,the letter was written by my brother,the letter was written by my brother,0.0,0.0
P-033_Pas_450.wav,The work will be finished by tomorrow.,The work will be finished by tomorrow.,the work will be finished by tomorrow,the work will be finished by tomorrow,0.0,0.0
P-033_Pas_458.wav,The plan was changed at the last minute.,The plan was changed at the last minute.,the plan was changed at the last minute,the plan was changed at the last minute,0.0,0.0
P-033_Pos_393.wav,The house has a small garden.,The house has a small garden.,the house has a small garden,the house has a small garden,0.0,0.0
P-033_Pos_398.wav,The river has clear water.,The river has clear water.,the river has clear water,the river has clear water,0.0,0.0
P-033_Pos_400.wav,The city has many parks.,The city has many parks.,the city has many parks,the city has many parks,0.0,0.0
P-033_Pos_404.wav,I have work to do today.,I have work to do today.,i have work to do today,i have work to do today,0.0,0.0
P-033_Pro_245.wav,You are late.,You are late.,you are late,you are late,0.0,0.0
P-033_Pro_258.wav,They washed themselves.,They washed themselves.,they washed themselves,they washed themselves,0.0,0.0
P-033_Ref_129.wav,Who praises himself?,Who praises himself?,who praises himself,who praises himself,0.0,0.0
P-033_Ref_135.wav,She spoke to herself quietly.,She spoke to herself quietly.,she spoke to herself quietly,she spoke to herself quietly,0.0,0.0
P-033_Ref_137.wav,They defended themselves in court.,They defended themselves in court.,they defended themselves in court,they defended themselves in court,0.0,0.0
P-033_Ref_138.wav,We introduced ourselves to the teacher.,We introduced ourselves to the teacher.,we introduced ourselves to the teacher,we introduced ourselves to the teacher,0.0,0.0
P-033_Ref_145.wav,We cooked dinner by ourselves.,We cooked dinner by ourselves.,we cooked dinner by ourselves,we cooked dinner by ourselves,0.0,0.0
P-033_Simple_24.wav,We stayed inside because it was cold.,We stayed inside because it was cold.,we stayed inside because it was cold,we stayed inside because it was cold,0.0,0.0
P-033_Simple_5a.wav,Her (right here) name is Fatima.,Her (right here) name is Fatima.,her right here name is fatima,her right here name is fatima,0.0,0.0
P-033_Simple_6.wav,I have a headache.,I have a headache.,i have a headache,i have a headache,0.0,0.0
P-033_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-033_TAM_69.wav,I will go to Karachi on Sunday.,I will go to Karachi on Sunday.,i will go to karachi on sunday,i will go to karachi on sunday,0.0,0.0
P-033_TAM_72a.wav,We are walking to the market now.,We are walking to the market now.,we are walking to the market now,we are walking to the market now,0.0,0.0
P-033_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-033_TAM_75.wav,You walk to school daily.,You walk to school daily.,you walk to school daily,you walk to school daily,0.0,0.0
P-033_TAM_82.wav,I might walk there later.,I might walk there later.,i might walk there later,i might walk there later,0.0,0.0
P-033_TAM_85.wav,I was not walking when you called me.,I was not walking when you called me.,i was not walking when you called me,i was not walking when you called me,0.0,0.0
P-033_TAM_90.wav,"I want to walk, but I am tired.","I want to walk, but I am tired.",i want to walk but i am tired,i want to walk but i am tired,0.0,0.0
P-033_Val_285.wav,The pot broke.,The pot broke.,the pot broke,the pot broke,0.0,0.0
P-033_Val_287.wav,The food cooked.,The food cooked.,the food cooked,the food cooked,0.0,0.0
P-033_Val_294.wav,The girl danced.,The girl danced.,the girl danced,the girl danced,0.0,0.0
P-033_Val_303.wav,The boy slept.,The boy slept.,the boy slept,the boy slept,0.0,0.0
P-033_Val_304.wav,The teacher made the boy sit and study.,The teacher made the boy sit and study.,the teacher made the boy sit and study,the teacher made the boy sit and study,0.0,0.0
P-033_Val_307.wav,He swam.,He swam.,he swam,he swam,0.0,0.0
P-033_Val_311.wav,The window opened by itself.,The window opened by itself.,the window opened by itself,the window opened by itself,0.0,0.0
P-033_Val_312.wav,He opened the window with a stick.,He opened the window with a stick.,he opened the window with a stick,he opened the window with a stick,0.0,0.0
P-034_Adp_408.wav,They are on the roof.,They are on the roof.,they are on the roof,they are on the roof,0.0,0.0
P-034_Adp_415.wav,The key is inside the box.,The key is inside the box.,the key is inside the box,the key is inside the box,0.0,0.0
P-034_Adp_417.wav,They are sitting beside me.,I have a cold.,they are sitting beside me,i have a cold,100.0,80.77
P-034_Adp_420.wav,They went to the market.,They went to the market.,they went to the market,they went to the market,0.0,0.0
P-034_Adp_424.wav,She arrived from the city.,She arrived from the city.,she arrived from the city,she arrived from the city,0.0,0.0
P-034_Adp_426.wav,He cut the fruit with a knife.,He cut the fruit with a knife.,he cut the fruit with a knife,he cut the fruit with a knife,0.0,0.0
P-034_Adp_431.wav,We walked through the forest.,We walked through the forest.,we walked through the forest,we walked through the forest,0.0,0.0
P-034_Case_33.wav,The boy broke the pot.,The boy broke the pot.,the boy broke the pot,the boy broke the pot,0.0,0.0
P-034_Case_47.wav,We are at home.,We are at home.,we are at home,we are at home,0.0,0.0
P-034_Case_54.wav,He will go to Hunza tomorrow.,He will go to Hunza tomorrow.,he will go to hunza tomorrow,he will go to hunza tomorrow,0.0,0.0
P-034_Case_59.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-034_Cau_320.wav,I made him break the glass.,I made him break the glass.,i made him break the glass,i made him break the glass,0.0,0.0
P-034_Cau_323.wav,The house was burnt by the thieves.,They burned the house.,the house was burnt by the thieves,they burned the house,85.71,55.88
P-034_Cau_326.wav,I am unable to walk.,I am unable to walk.,i am unable to walk,i am unable to walk,0.0,0.0
P-034_Cau_331.wav,He made her open the door.,He made her open the door.,he made her open the door,he made her open the door,0.0,0.0
P-034_Cau_333.wav,The rain made the road muddy.,The rain made the road muddy.,the rain made the road muddy,the rain made the road muddy,0.0,0.0
P-034_Cau_336.wav,The wind made the trees fall.,The wind made the trees fall.,the wind made the trees fall,the wind made the trees fall,0.0,0.0
P-034_Cls_185.wav,People have gathered here.,People have gathered here.,people have gathered here,people have gathered here,0.0,0.0
P-034_Cls_188.wav,This is a wooden door.,This is a wooden door.,this is a wooden door,this is a wooden door,0.0,0.0
P-034_Cls_189.wav,We need an electric wire.,We need an electric wire.,we need an electric wire,we need an electric wire,0.0,0.0
P-034_Cls_190.wav,This log of wood is thick.,This log of wood is thick.,this log of wood is thick,this log of wood is thick,0.0,0.0
P-034_Cls_203.wav,I have five cars.,I have five cars.,i have five cars,i have five cars,0.0,0.0
P-034_Cls_206.wav,Bring two cups of water.,Bring two cups of water.,bring two cups of water,bring two cups of water,0.0,0.0
P-034_Cls_207.wav,He bought three pieces of cloth.,He bought a dress for herself.,he bought three pieces of cloth,he bought a dress for herself,66.67,58.06
P-034_ECV_154.wav,She has gone outside the house.,She has gone outside the house.,she has gone outside the house,she has gone outside the house,0.0,0.0
P-034_ECV_161.wav,She called me.,She called me.,she called me,she called me,0.0,0.0
P-034_ECV_169.wav,"He came, sat, ate and went away.","He came, sat, ate and went away.",he came sat ate and went away,he came sat ate and went away,0.0,0.0
P-034_ECV_174.wav,They shouted and clapped.,They shouted and clapped.,they shouted and clapped,they shouted and clapped,0.0,0.0
P-034_Imp_472.wav,Read this.,Read this.,read this,read this,0.0,0.0
P-034_Imp_473.wav,Write your name.,Write your name.,write your name,write your name,0.0,0.0
P-034_Imp_477.wav,Give me that book.,Give me that book.,give me that book,give me that book,0.0,0.0
P-034_Imp_479.wav,Wait here.,Wait outside.,wait here,wait outside,50.0,66.67
P-034_Imp_480.wav,Speak slowly.,The weather was bad.,speak slowly,the weather was bad,200.0,133.33
P-034_Imp_482.wav,Do not touch that.,Do not touch that.,do not touch that,do not touch that,0.0,0.0
P-034_Imp_483.wav,Do not speak loudly.,Do not speak loudly.,do not speak loudly,do not speak loudly,0.0,0.0
P-034_Imp_493.wav,Let them come inside.,Let them come inside.,let them come inside,let them come inside,0.0,0.0
P-034_Imp_495.wav,Let her sit here.,Let her sit here.,let her sit here,let her sit here,0.0,0.0
P-034_Imp_496.wav,Bring the children inside.,Bring the children inside.,bring the children inside,bring the children inside,0.0,0.0
P-034_Int_217.wav,Why are you late?,Why are you late?,why are you late,why are you late,0.0,0.0
P-034_Int_223.wav,Can you help me?,You must help others.,can you help me,you must help others,75.0,80.0
P-034_Int_239.wav,Why are they shouting?,Why are they shouting?,why are they shouting,why are they shouting,0.0,0.0
P-034_Int_240.wav,When did you see him?,When did you see him?,when did you see him,when did you see him,0.0,0.0
P-034_Int_346.wav,Where did they go?,Where did they go?,where did they go,where did they go,0.0,0.0
P-034_Int_356.wav,What did he break?,What did he break?,what did he break,what did he break,0.0,0.0
P-034_Int_363.wav,Who are you going with?,Who are you going with?,who are you going with,who are you going with,0.0,0.0
P-034_Int_365.wav,Do you have a headache?,Do you have a headache?,do you have a headache,do you have a headache,0.0,0.0
P-034_Neg_107.wav,I do not know.,I do not know.,i do not know,i do not know,0.0,0.0
P-034_Neg_114.wav,She did not eat anything yesterday.,She did not eat anything yesterday.,she did not eat anything yesterday,she did not eat anything yesterday,0.0,0.0
P-034_Neg_94b.wav,He (not here) is not a teacher.,He (not here) is not a teacher.,he not here is not a teacher,he not here is not a teacher,0.0,0.0
P-034_Neg_96.wav,He cannot sing.,He cannot sing.,he cannot sing,he cannot sing,0.0,0.0
P-034_Pas_444.wav,The car was repaired yesterday.,The car was repaired yesterday.,the car was repaired yesterday,the car was repaired yesterday,0.0,0.0
P-034_Pas_451.wav,The tree was cut down by the men.,The tree was cut down by the men.,the tree was cut down by the men,the tree was cut down by the men,0.0,0.0
P-034_Pas_454.wav,The children were fed.,The children were fed.,the children were fed,the children were fed,0.0,0.0
P-034_Pas_457.wav,The door will be painted tomorrow.,He will go to the village tomorrow.,the door will be painted tomorrow,he will go to the village tomorrow,100.0,57.58
P-034_Pas_464.wav,The bridge was destroyed by the flood.,The bus broke down.,the bridge was destroyed by the flood,the bus broke down,85.71,67.57
P-034_Pos_376.wav,I have a book.,I have a book.,i have a book,i have a book,0.0,0.0
P-034_Pos_380.wav,We have three goats.,We have three goats.,we have three goats,we have three goats,0.0,0.0
P-034_Pos_383.wav,My family has land near the river.,My family has land near the river.,my family has land near the river,my family has land near the river,0.0,0.0
P-034_Pos_391.wav,She has good ideas.,She has good ideas.,she has good ideas,she has good ideas,0.0,0.0
P-034_Pos_396.wav,Our village has a small clinic.,Our village has a clinic for doctors.,our village has a small clinic,our village has a clinic for doctors,50.0,53.33
P-034_Pos_398.wav,The river has clear water.,The river has clear water.,the river has clear water,the river has clear water,0.0,0.0
P-034_Pos_403.wav,The farmer has two cows.,The farmer has two cows.,the farmer has two cows,the farmer has two cows,0.0,0.0
P-034_Pro_250.wav,I saw them.,I saw them.,i saw them,i saw them,0.0,0.0
P-034_Pro_254.wav,This is my house.,This is my house.,this is my house,this is my house,0.0,0.0
P-034_Pro_256.wav,Their car is new.,Their car is new.,their car is new,their car is new,0.0,0.0
P-034_Pro_259.wav,She talked about herself.,She talked about herself.,she talked about herself,she talked about herself,0.0,0.0
P-034_Pro_260.wav,He brought food for them.,He brought food for them.,he brought food for them,he brought food for them,0.0,0.0
P-034_Pro_266.wav,These are my clothes.,These are my clothes.,these are my clothes,these are my clothes,0.0,0.0
P-034_Pro_274.wav,He came yesterday.,He came yesterday.,he came yesterday,he came yesterday,0.0,0.0
P-034_Pro_279.wav,Tomorrow we will go.,Tomorrow we will go.,tomorrow we will go,tomorrow we will go,0.0,0.0
P-034_Ref_124.wav,I like myself.,I like myself.,i like myself,i like myself,0.0,0.0
P-034_Ref_129.wav,Who praises himself?,Who praises himself?,who praises himself,who praises himself,0.0,0.0
P-034_Ref_130.wav,They told me about themselves.,They told me about themselves.,they told me about themselves,they told me about themselves,0.0,0.0
P-034_Ref_137.wav,They defended themselves in court.,They defended themselves in court.,they defended themselves in court,they defended themselves in court,0.0,0.0
P-034_Ref_139.wav,The cat cleaned itself.,The cat cleaned itself.,the cat cleaned itself,the cat cleaned itself,0.0,0.0
P-034_Ref_141.wav,He blamed himself for the mistake.,He blamed himself for the mistake.,he blamed himself for the mistake,he blamed himself for the mistake,0.0,0.0
P-034_Ref_143.wav,The machine stopped by itself.,The machine stopped by itself.,the machine stopped by itself,the machine stopped by itself,0.0,0.0
P-034_Ref_149.wav,We listened to each other carefully.,We listened to each other carefully.,we listened to each other carefully,we listened to each other carefully,0.0,0.0
P-034_Ref_150.wav,The two teams competed against each other.,The two teams competed against each other.,the two teams competed against each other,the two teams competed against each other,0.0,0.0
P-034_Ref_151.wav,The birds called to each other.,The birds called to each other.,the birds called to each other,the birds called to each other,0.0,0.0
P-034_Simple_1.wav,I like mangoes.,I like mangoes.,i like mangoes,i like mangoes,0.0,0.0
P-034_Simple_13b.wav,She (not here) said that the woman is sleeping on the floor.,She (not here) said that the woman is sleeping on the floor.,she not here said that the woman is sleeping on the floor,she not here said that the woman is sleeping on the floor,0.0,0.0
P-034_Simple_20.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-034_Simple_23a.wav,They (right here) are eating because they are hungry.,They (right here) are eating because they are hungry.,they right here are eating because they are hungry,they right here are eating because they are hungry,0.0,0.0
P-034_Simple_25.wav,He (right here) will study after he reaches home.,He (right here) will study after he reaches home.,he right here will study after he reaches home,he right here will study after he reaches home,0.0,0.0
P-034_Simple_26.wav,I told him (not here) that she is my sister.,I will not see her anymore.,i told him not here that she is my sister,i will not see her anymore,80.0,63.41
P-034_Simple_27.wav,She (right here) thinks that he (not here) will come tomorrow.,She (right here) thinks that he (not here) will come tomorrow.,she right here thinks that he not here will come tomorrow,she right here thinks that he not here will come tomorrow,0.0,0.0
P-034_Simple_30.wav,I will call you if I need help.,I will call you if I need help.,i will call you if i need help,i will call you if i need help,0.0,0.0
P-034_Simple_6.wav,I have a headache.,I have a headache.,i have a headache,i have a headache,0.0,0.0
P-034_TAM_65.wav,I am walking to field now.,I am walking to field now.,i am walking to field now,i am walking to field now,0.0,0.0
P-034_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-034_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-034_TAM_76.wav,You walked to town yesterday.,You walked to town yesterday.,you walked to town yesterday,you walked to town yesterday,0.0,0.0
P-034_TAM_82.wav,I might walk there later.,I might walk there later.,i might walk there later,i might walk there later,0.0,0.0
