filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-051_Neg_94c.wav,She (right here) is not a teacher.,She (right here) is not a teacher.,she right here is not a teacher,she right here is not a teacher,0.0,0.0
P-051_Neg_99.wav,You must not move now.,You must not move now.,you must not move now,you must not move now,0.0,0.0
P-051_Pas_436.wav,The door was opened.,The door was opened.,the door was opened,the door was opened,0.0,0.0
P-051_Pas_437.wav,The door was opened by the boy.,The door was opened by the boy.,the door was opened by the boy,the door was opened by the boy,0.0,0.0
P-051_Pas_438.wav,The food was cooked.,The food was cooked.,the food was cooked,the food was cooked,0.0,0.0
P-051_Pas_439.wav,The food was cooked by her.,The food was cooked by her.,the food was cooked by her,the food was cooked by her,0.0,0.0
P-051_Pas_440.wav,The house was built last year.,The house was built last year.,the house was built last year,the house was built last year,0.0,0.0
P-051_Pas_443.wav,The letter was written by my brother.,The house was built by my father.,the letter was written by my brother,the house was built by my father,42.86,36.11
P-051_Pas_446.wav,The glass was broken.,The glass was broken.,the glass was broken,the glass was broken,0.0,0.0
P-051_Pas_449.wav,The room will be cleaned soon.,The room has become clean.,the room will be cleaned soon,the room has become clean,66.67,48.28
P-051_Pas_451.wav,The tree was cut down by the men.,The tree was cut down by the workers.,the tree was cut down by the men,the tree was cut down by the workers,12.5,18.75
P-051_Pas_453.wav,Many people were helped.,Many people were helped.,many people were helped,many people were helped,0.0,0.0
P-051_Pas_454.wav,The children were fed.,The children were fed.,the children were fed,the children were fed,0.0,0.0
P-051_Pas_455.wav,The baby was carried.,The baby was carried.,the baby was carried,the baby was carried,0.0,0.0
P-051_Pas_456.wav,The books were taken from the shelf.,The books were taken from the shelf.,the books were taken from the shelf,the books were taken from the shelf,0.0,0.0
P-051_Pos_383.wav,My family has land near the river.,My family has land near the river.,my family has land near the river,my family has land near the river,0.0,0.0
P-051_Pos_385.wav,I have some time today.,I have some time today.,i have some time today,i have some time today,0.0,0.0
P-051_Pos_388.wav,He has fever.,He has fever.,he has fever,he has fever,0.0,0.0
P-051_Pos_389.wav,We have hope.,We have hope.,we have hope,we have hope,0.0,0.0
P-051_Pos_391.wav,She has good ideas.,She has good ideas.,she has good ideas,she has good ideas,0.0,0.0
P-051_Pos_395.wav,The tree has long branches.,The tree has long branches.,the tree has long branches,the tree has long branches,0.0,0.0
P-051_Pos_396.wav,Our village has a small clinic.,Our village has a small clinic.,our village has a small clinic,our village has a small clinic,0.0,0.0
P-051_Pos_400.wav,The city has many parks.,The city has many parks.,the city has many parks,the city has many parks,0.0,0.0
P-051_Pro_249.wav,We will go tomorrow.,We will go tomorrow.,we will go tomorrow,we will go tomorrow,0.0,0.0
P-051_Pro_267.wav,Those are his shoes.,Those are his shoes.,those are his shoes,those are his shoes,0.0,0.0
P-051_Pro_274.wav,He came yesterday.,He came yesterday.,he came yesterday,he came yesterday,0.0,0.0
P-051_Pro_277.wav,We will meet later.,Who will be the owner?,we will meet later,who will be the owner,100.0,50.0
P-051_Ref_133.wav,We met each other.,We met each other.,we met each other,we met each other,0.0,0.0
P-051_Ref_137.wav,They defended themselves in court.,They defended themselves in court.,they defended themselves in court,they defended themselves in court,0.0,0.0
P-051_Ref_145.wav,We cooked dinner by ourselves.,We cooked dinner by ourselves.,we cooked dinner by ourselves,we cooked dinner by ourselves,0.0,0.0
P-051_Ref_146.wav,The children dressed themselves.,The children dressed themselves.,the children dressed themselves,the children dressed themselves,0.0,0.0
P-051_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,they hugged each other and cried,they hugged each other and cried,0.0,0.0
P-051_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-051_Simple_12a.wav,He (right here) saw that they are playing with a stone.,He (right here) saw that they are playing with a stone.,he right here saw that they are playing with a stone,he right here saw that they are playing with a stone,0.0,0.0
P-051_Simple_13b.wav,She (not here) said that the woman is sleeping on the floor.,She (not here) said that the woman is sleeping on the floor.,she not here said that the woman is sleeping on the floor,she not here said that the woman is sleeping on the floor,0.0,0.0
P-051_Simple_17.wav,It was raining so I could not go to the field.,It was raining so I could not go to the field.,it was raining so i could not go to the field,it was raining so i could not go to the field,0.0,0.0
P-051_Simple_19.wav,"If it rains a lot, the plants will grow better.","If it rains a lot, the plants will grow better.",if it rains a lot the plants will grow better,if it rains a lot the plants will grow better,0.0,0.0
P-051_Simple_21b.wav,She (not here) wanted to sleep early.,She (not here) wanted to sleep early.,she not here wanted to sleep early,she not here wanted to sleep early,0.0,0.0
P-051_Simple_22.wav,He (right here) came to help me.,He (right here) came to help me.,he right here came to help me,he right here came to help me,0.0,0.0
P-051_Simple_23a.wav,They (right here) are eating because they are hungry.,They (right here) are eating because they are hungry.,they right here are eating because they are hungry,they right here are eating because they are hungry,0.0,0.0
P-051_Simple_24.wav,We stayed inside because it was cold.,We stayed inside because it was cold.,we stayed inside because it was cold,we stayed inside because it was cold,0.0,0.0
P-051_Simple_25.wav,He (right here) will study after he reaches home.,He (right here) will study after he reaches home.,he right here will study after he reaches home,he right here will study after he reaches home,0.0,0.0
P-051_Simple_8b.wav,He (not here) met a new teacher at school.,He (not here) met a new teacher at school.,he not here met a new teacher at school,he not here met a new teacher at school,0.0,0.0
P-051_TAM_65.wav,I am walking to field now.,I am walking to field now.,i am walking to field now,i am walking to field now,0.0,0.0
P-051_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-051_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,i fell down when she pushed me,i fell down when she pushed me,0.0,0.0
P-051_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-051_TAM_69.wav,I will go to Karachi on Sunday.,I will go to Karachi on Sunday.,i will go to karachi on sunday,i will go to karachi on sunday,0.0,0.0
P-051_TAM_73.wav,We walk to school daily.,We walk to school daily.,we walk to school daily,we walk to school daily,0.0,0.0
P-051_TAM_74.wav,We could walk anywhere.,We could walk anywhere.,we could walk anywhere,we could walk anywhere,0.0,0.0
P-051_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,they had walked far before it started raining,they had walked far before it started raining,0.0,0.0
P-051_Val_281.wav,The door opened.,He got married.,the door opened,he got married,100.0,60.0
P-051_Val_285.wav,The pot broke.,The pot broke.,the pot broke,the pot broke,0.0,0.0
P-051_Val_288.wav,She cooked the food.,She cooked the food.,she cooked the food,she cooked the food,0.0,0.0
P-051_Val_297.wav,He went.,He went.,he went,he went,0.0,0.0
P-051_Val_298.wav,She made him go.,She made him go.,she made him go,she made him go,0.0,0.0
P-051_Val_307.wav,He swam.,He swam.,he swam,he swam,0.0,0.0
P-051_Val_309.wav,The teacher spoke.,The teacher spoke.,the teacher spoke,the teacher spoke,0.0,0.0
P-051_Val_312.wav,He opened the window with a stick.,He opened the window with a stick.,he opened the window with a stick,he opened the window with a stick,0.0,0.0
P-051_Val_313.wav,The ball rolled.,The ball rolled.,the ball rolled,the ball rolled,0.0,0.0
P-062_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,she right here hit the bear,she right here hit the bear,0.0,0.0
P-062_Case_33.wav,The boy broke the pot.,The boy broke the pot.,the boy broke the pot,the boy broke the pot,0.0,0.0
P-062_Case_34.wav,She loves me.,She loves me.,she loves me,she loves me,0.0,0.0
P-062_Case_36.wav,They (not here) love us.,They (not here) love us.,they not here love us,they not here love us,0.0,0.0
P-062_Case_39.wav,Ahmed gave a flower to his wife.,Ahmed gave a flower to his wife.,ahmed gave a flower to his wife,ahmed gave a flower to his wife,0.0,0.0
P-062_Case_41.wav,He is working only for his family.,He is working only for his family.,he is working only for his family,he is working only for his family,0.0,0.0
P-062_Case_43.wav,She gave bread to the child.,She gave bread to the child.,she gave bread to the child,she gave bread to the child,0.0,0.0
P-062_Case_51.wav,My sister is in school.,My sister is in school.,my sister is in school,my sister is in school,0.0,0.0
P-062_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-062_Case_53.wav,Leaves are falling down from the tree.,Leaves are falling down from the tree.,leaves are falling down from the tree,leaves are falling down from the tree,0.0,0.0
P-062_Cau_330.wav,The parents made the boy study.,The parents made the boy study.,the parents made the boy study,the parents made the boy study,0.0,0.0
P-062_Cau_337.wav,The doctor made me take medicine.,The doctor made me take medicine.,the doctor made me take medicine,the doctor made me take medicine,0.0,0.0
P-062_Cls_192.wav,Give me a small banana.,Give me a small banana.,give me a small banana,give me a small banana,0.0,0.0
P-062_Cls_194.wav,There is no water in the tank.,There is no water in the tank.,there is no water in the tank,there is no water in the tank,0.0,0.0
P-062_Cls_197.wav,Tie them with a rope.,Tie them with a rope.,tie them with a rope,tie them with a rope,0.0,0.0
P-062_Cls_201.wav,Give me three long objects.,Give me three long objects.,give me three long objects,give me three long objects,0.0,0.0
P-062_Cls_210.wav,They carried ten bags of rice.,They carried ten bags of rice.,they carried ten bags of rice,they carried ten bags of rice,0.0,0.0
P-062_ECV_154.wav,She has gone outside the house.,She has gone outside the house.,she has gone outside the house,she has gone outside the house,0.0,0.0
P-062_ECV_156.wav,He died.,He died.,he died,he died,0.0,0.0
P-062_ECV_160.wav,He cleaned up the room.,He cleaned up the room.,he cleaned up the room,he cleaned up the room,0.0,0.0
P-062_ECV_170.wav,"Simra sang, danced, and entertained the guests.","Simra sang, danced, and entertained the guests.",simra sang danced and entertained the guests,simra sang danced and entertained the guests,0.0,0.0
P-062_ECV_171.wav,Finish your work and come home.,Finish your work and come home.,finish your work and come home,finish your work and come home,0.0,0.0
P-062_ECV_172.wav,"He stood up, picked the bag, and left.","He stood up, picked the bag, and left.",he stood up picked the bag and left,he stood up picked the bag and left,0.0,0.0
P-062_ECV_175.wav,Wash your hands before eating.,Wash your hands before eating.,wash your hands before eating,wash your hands before eating,0.0,0.0
P-062_ECV_180.wav,He looked at me and smiled.,He looked at me and smiled.,he looked at me and smiled,he looked at me and smiled,0.0,0.0
P-062_ECV_183.wav,"After finishing the meeting, we went home.","After finishing the meeting, we went home.",after finishing the meeting we went home,after finishing the meeting we went home,0.0,0.0
P-062_Int_219.wav,How did you fall?,How did you fall?,how did you fall,how did you fall,0.0,0.0
P-062_Int_221.wav,Whose bag is this?,Whose bag is this?,whose bag is this,whose bag is this,0.0,0.0
P-062_Int_232.wav,Where did they go last night?,Where did they go last night?,where did they go last night,where did they go last night,0.0,0.0
P-062_Int_235.wav,Where should we meet?,Where should we meet?,where should we meet,where should we meet,0.0,0.0
P-062_Int_240.wav,When did you see him?,When did you see him?,when did you see him,when did you see him,0.0,0.0
P-062_Int_345.wav,What are you doing?,What are you doing?,what are you doing,what are you doing,0.0,0.0
P-062_Int_348.wav,When will she arrive?,When will she arrive?,when will she arrive,when will she arrive,0.0,0.0
P-062_Int_352.wav,Will she stay here?,Will she stay here?,will she stay here,will she stay here,0.0,0.0
P-062_Int_353.wav,Do you trust him?,Do you trust him?,do you trust him,do you trust him,0.0,0.0
P-062_Int_355.wav,Did it rain last night?,Did it rain last night?,did it rain last night,did it rain last night,0.0,0.0
P-062_Int_361.wav,What are they doing with the knife?,What are they doing with the knife?,what are they doing with the knife,what are they doing with the knife,0.0,0.0
P-062_Int_368.wav,Can she read this?,Can she read this?,can she read this,can she read this,0.0,0.0
P-062_Int_374.wav,How many children came today?,How many children came today?,how many children came today,how many children came today,0.0,0.0
P-062_Int_375.wav,Where did he go?,Where did he go?,where did he go,where did he go,0.0,0.0
P-062_Neg_100.wav,I didn’t eat yesterday.,I didn’t eat yesterday.,i didn’t eat yesterday,i didn’t eat yesterday,0.0,0.0
P-062_Neg_102.wav,I have not eaten.,I have not eaten.,i have not eaten,i have not eaten,0.0,0.0
P-062_Neg_111.wav,I think he will not come.,I don’t think he will come.,i think he will not come,i don’t think he will come,33.33,41.67
P-062_Neg_114.wav,She did not eat anything yesterday.,She did not eat anything yesterday.,she did not eat anything yesterday,she did not eat anything yesterday,0.0,0.0
P-062_Neg_115.wav,I don’t see her anymore.,I don’t see her anymore.,i don’t see her anymore,i don’t see her anymore,0.0,0.0
P-062_Neg_95.wav,There is no water in the river.,There is no water in the river.,there is no water in the river,there is no water in the river,0.0,0.0
P-062_Neg_96.wav,He cannot sing.,He cannot sing.,he cannot sing,he cannot sing,0.0,0.0
P-062_Pos_381.wav,She has a daughter.,She has a daughter.,she has a daughter,she has a daughter,0.0,0.0
P-062_Pos_386.wav,She has a headache.,She has a headache.,she has a headache,she has a headache,0.0,0.0
P-062_Pos_404.wav,I have work to do today.,I have work to do today.,i have work to do today,i have work to do today,0.0,0.0
P-062_Pro_245.wav,You are late.,You are late.,you are late,you are late,0.0,0.0
P-062_Pro_246.wav,She is sleeping.,She is sleeping.,she is sleeping,she is sleeping,0.0,0.0
P-062_Pro_247.wav,He is standing outside.,He is standing outside.,he is standing outside,he is standing outside,0.0,0.0
P-062_Pro_252.wav,They called you yesterday.,They called you yesterday.,they called you yesterday,they called you yesterday,0.0,0.0
P-062_Pro_259.wav,She talked about herself.,She talked about herself.,she talked about herself,she talked about herself,0.0,0.0
P-062_Pro_270.wav,Put it over there.,Put it over there.,put it over there,put it over there,0.0,0.0
P-062_Pro_274.wav,He came yesterday.,He came yesterday.,he came yesterday,he came yesterday,0.0,0.0
P-062_Pro_276.wav,I will start now.,I will start now.,i will start now,i will start now,0.0,0.0
P-062_Ref_125.wav,We saw ourselves in the mirror.,We saw ourselves in the mirror.,we saw ourselves in the mirror,we saw ourselves in the mirror,0.0,0.0
P-062_Ref_126.wav,You cooked rice yourself.,You cooked rice yourself.,you cooked rice yourself,you cooked rice yourself,0.0,0.0
P-062_Ref_128.wav,Nobody loved her.,Nobody loved her.,nobody loved her,nobody loved her,0.0,0.0
P-062_Ref_129.wav,Who praises himself?,Who praises himself?,who praises himself,who praises himself,0.0,0.0
P-062_Ref_135.wav,She spoke to herself quietly.,She spoke to herself quietly.,she spoke to herself quietly,she spoke to herself quietly,0.0,0.0
P-062_Ref_144.wav,He closed the door by himself.,He closed the door by himself.,he closed the door by himself,he closed the door by himself,0.0,0.0
P-062_Simple_1.wav,I like mangoes.,I like mangoes.,i like mangoes,i like mangoes,0.0,0.0
P-062_Simple_11.wav,We cooked rice in the morning.,We cooked rice in the morning.,we cooked rice in the morning,we cooked rice in the morning,0.0,0.0
P-062_Simple_14.wav,I want to go to the town tonight.,I want to go to the town tonight.,i want to go to the town tonight,i want to go to the town tonight,0.0,0.0
P-062_Simple_24.wav,We stayed inside because it was cold.,We stayed inside because it was cold.,we stayed inside because it was cold,we stayed inside because it was cold,0.0,0.0
P-062_Simple_25.wav,He (right here) will study after he reaches home.,He (right here) will study after he reaches home.,he right here will study after he reaches home,he right here will study after he reaches home,0.0,0.0
P-062_Simple_26.wav,I told him (not here) that she is my sister.,I told him (not here) that she is my sister.,i told him not here that she is my sister,i told him not here that she is my sister,0.0,0.0
P-062_Simple_27.wav,She (right here) thinks that he (not here) will come tomorrow.,She (right here) thinks that he (not here) will come tomorrow.,she right here thinks that he not here will come tomorrow,she right here thinks that he not here will come tomorrow,0.0,0.0
P-062_Simple_7a.wav,She (right here) saw a man.,She (right here) saw a man.,she right here saw a man,she right here saw a man,0.0,0.0
P-062_Simple_7b.wav,She (not here) saw a man.,She (not here) saw a man.,she not here saw a man,she not here saw a man,0.0,0.0
P-062_Simple_9.wav,It is raining.,It is raining.,it is raining,it is raining,0.0,0.0
P-062_TAM_65.wav,I am walking to field now.,I am walking to field now.,i am walking to field now,i am walking to field now,0.0,0.0
P-062_TAM_70.wav,I will not walk to school.,I will not walk to school.,i will not walk to school,i will not walk to school,0.0,0.0
P-062_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-062_TAM_73.wav,We walk to school daily.,We walk to school daily.,we walk to school daily,we walk to school daily,0.0,0.0
P-062_TAM_78.wav,She is walking very slowly now.,She is walking very slowly now.,she is walking very slowly now,she is walking very slowly now,0.0,0.0
P-062_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,they had walked far before it started raining,they had walked far before it started raining,0.0,0.0
P-062_TAM_92.wav,Jemal is not walking tomorrow.,Jemal is not walking tomorrow.,jemal is not walking tomorrow,jemal is not walking tomorrow,0.0,0.0
P-062_Val_283.wav,The child woke up.,The child woke up.,the child woke up,the child woke up,0.0,0.0
P-062_Val_286.wav,He broke the pot.,He broke the pot.,he broke the pot,he broke the pot,0.0,0.0
P-062_Val_294.wav,The girl danced.,The girl danced.,the girl danced,the girl danced,0.0,0.0
P-062_Val_296.wav,The man ran.,The man ran.,the man ran,the man ran,0.0,0.0
P-062_Val_297.wav,He went.,He went.,he went,he went,0.0,0.0
P-062_Val_301.wav,The fire burned.,The fire burned.,the fire burned,the fire burned,0.0,0.0
P-062_Val_306.wav,She fed the child rice.,She fed the child rice.,she fed the child rice,she fed the child rice,0.0,0.0
P-063_Case_38.wav,He (right here) opened the box two days back.,He (right here) opened the box two days back.,he right here opened the box two days back,he right here opened the box two days back,0.0,0.0
P-063_Case_42.wav,Give ten rupees to each one of them.,Give ten rupees to each one of them.,give ten rupees to each one of them,give ten rupees to each one of them,0.0,0.0
P-063_Case_46.wav,My sister is in school.,My sister is in school.,my sister is in school,my sister is in school,0.0,0.0
P-063_Case_60.wav,He came with his friend.,He came with his friend.,he came with his friend,he came with his friend,0.0,0.0
P-063_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-063_Cau_328.wav,They made me wait outside.,They made me wait outside.,they made me wait outside,they made me wait outside,0.0,0.0
P-063_Cau_333.wav,The rain made the road muddy.,The rain made the road muddy.,the rain made the road muddy,the rain made the road muddy,0.0,0.0
P-063_Cau_335.wav,The loud noise made the birds fly away.,The loud noise made the birds fly away.,the loud noise made the birds fly away,the loud noise made the birds fly away,0.0,0.0
P-063_Cls_192.wav,Give me a small banana.,Give me a small banana.,give me a small banana,give me a small banana,0.0,0.0
P-063_Cls_193.wav,I came by boat.,I came by boat.,i came by boat,i came by boat,0.0,0.0
P-063_Cls_194.wav,There is no water in the tank.,There is no water in the tank.,there is no water in the tank,there is no water in the tank,0.0,0.0
P-063_Cls_206.wav,Bring two cups of water.,Bring two cups of water.,bring two cups of water,bring two cups of water,0.0,0.0
P-063_Cls_209.wav,She picked six small stones.,She picked six small stones.,she picked six small stones,she picked six small stones,0.0,0.0
P-063_Cls_211.wav,The shop has many kinds of flowers.,The shop has many kinds of flowers.,the shop has many kinds of flowers,the shop has many kinds of flowers,0.0,0.0
P-063_ECV_156.wav,He died.,He died.,he died,he died,0.0,0.0
P-063_ECV_157.wav,She broke the engagement.,She broke the engagement.,she broke the engagement,she broke the engagement,0.0,0.0
P-063_ECV_159.wav,He fell down.,He fell down.,he fell down,he fell down,0.0,0.0
P-063_ECV_164.wav,Emaan kicked me and ran away.,Emaan kicked me and ran away.,emaan kicked me and ran away,emaan kicked me and ran away,0.0,0.0
P-063_ECV_167.wav,I came here to see you.,I came here to see you.,i came here to see you,i came here to see you,0.0,0.0
P-063_ECV_169.wav,"He came, sat, ate and went away.","He came, sat, ate and went away.",he came sat ate and went away,he came sat ate and went away,0.0,0.0
P-063_ECV_177.wav,She went to the market to buy vegetables.,She went to the market to buy vegetables.,she went to the market to buy vegetables,she went to the market to buy vegetables,0.0,0.0
P-063_ECV_179.wav,They sat together and talked for a long time.,They sat together and talked for a long time.,they sat together and talked for a long time,they sat together and talked for a long time,0.0,0.0
P-063_ECV_180.wav,He looked at me and smiled.,He looked at me and smiled.,he looked at me and smiled,he looked at me and smiled,0.0,0.0
P-063_ECV_182.wav,I will go there and ask him.,I will go there and ask him.,i will go there and ask him,i will go there and ask him,0.0,0.0
P-063_Imp_473.wav,Write your name.,Write your name.,write your name,write your name,0.0,0.0
P-063_Int_215.wav,Where are you going?,Where are you going?,where are you going,where are you going,0.0,0.0
P-063_Int_224.wav,Will he come tomorrow?,Will he come tomorrow?,will he come tomorrow,will he come tomorrow,0.0,0.0
P-063_Int_226.wav,Do you know her?,Do you know her?,do you know her,do you know her,0.0,0.0
P-063_Int_230.wav,Do you have money?,Do you have money?,do you have money,do you have money,0.0,0.0
P-063_Int_239.wav,Why are they shouting?,Why are they shouting?,why are they shouting,why are they shouting,0.0,0.0
P-063_Int_240.wav,When did you see him?,When did you see him?,when did you see him,when did you see him,0.0,0.0
P-063_Int_241.wav,How can I solve this problem?,How can I solve this problem?,how can i solve this problem,how can i solve this problem,0.0,0.0
P-063_Int_243.wav,What do you want to buy?,What do you want to buy?,what do you want to buy,what do you want to buy,0.0,0.0
P-063_Int_350.wav,How did he fix it?,How did he fix it?,how did he fix it,how did he fix it,0.0,0.0
P-063_Int_360.wav,Who gave you money?,Who gave you money?,who gave you money,who gave you money,0.0,0.0
P-063_Int_361.wav,What are they doing with the knife?,What are they doing with the knife?,what are they doing with the knife,what are they doing with the knife,0.0,0.0
P-063_Int_362.wav,Where did she come from?,Where did she come from?,where did she come from,where did she come from,0.0,0.0
P-063_Int_365.wav,Do you have a headache?,Do you have a headache?,do you have a headache,do you have a headache,0.0,0.0
P-063_Int_369.wav,Should we go now?,Should we go now?,should we go now,should we go now,0.0,0.0
P-063_Int_372.wav,Did he not see them?,Did he not see them?,did he not see them,did he not see them,0.0,0.0
P-063_Int_375.wav,Where did he go?,Where did he go?,where did he go,where did he go,0.0,0.0
P-063_Neg_101.wav,They have finished their job.,They have finished their job.,they have finished their job,they have finished their job,0.0,0.0
P-063_Neg_115.wav,I don’t see her anymore.,I don’t see her anymore.,i don’t see her anymore,i don’t see her anymore,0.0,0.0
P-063_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,nothing can be done about his illness,nothing can be done about his illness,0.0,0.0
P-063_Neg_117.wav,Nobody saw me.,Nobody saw me.,nobody saw me,nobody saw me,0.0,0.0
P-063_Neg_94c.wav,She (right here) is not a teacher.,She (right here) is not a teacher.,she right here is not a teacher,she right here is not a teacher,0.0,0.0
P-063_Neg_94d.wav,She (not here) is not a teacher.,She (not here) is not a teacher.,she not here is not a teacher,she not here is not a teacher,0.0,0.0
P-063_Neg_97.wav,You may not go now.,You may not go now.,you may not go now,you may not go now,0.0,0.0
P-063_Pos_378.wav,They have a car.,They have a car.,they have a car,they have a car,0.0,0.0
P-063_Pos_384.wav,They have no money.,They have no money.,they have no money,they have no money,0.0,0.0
P-063_Pos_388.wav,He has fever.,He has fever.,he has fever,he has fever,0.0,0.0
P-063_Pro_245.wav,You are late.,You are late.,you are late,you are late,0.0,0.0
P-063_Pro_250.wav,I saw them.,I saw them.,i saw them,i saw them,0.0,0.0
P-063_Pro_253.wav,He helped us.,He helped us.,he helped us,he helped us,0.0,0.0
P-063_Pro_260.wav,He brought food for them.,He brought food for them.,he brought food for them,he brought food for them,0.0,0.0
P-063_Pro_263.wav,This belongs to her.,This belongs to her.,this belongs to her,this belongs to her,0.0,0.0
P-063_Pro_268.wav,Come here.,Come here.,come here,come here,0.0,0.0
P-063_Pro_270.wav,Put it over there.,Put it over there.,put it over there,put it over there,0.0,0.0
P-063_Ref_138.wav,We introduced ourselves to the teacher.,We introduced ourselves to the teacher.,we introduced ourselves to the teacher,we introduced ourselves to the teacher,0.0,0.0
P-063_Ref_140.wav,She taught herself to read.,She taught herself to read.,she taught herself to read,she taught herself to read,0.0,0.0
P-063_Ref_146.wav,The children dressed themselves.,The children dressed themselves.,the children dressed themselves,the children dressed themselves,0.0,0.0
P-063_Ref_151.wav,The birds called to each other.,The birds called to each other.,the birds called to each other,the birds called to each other,0.0,0.0
P-063_Simple_11.wav,We cooked rice in the morning.,We cooked rice in the morning.,we cooked rice in the morning,we cooked rice in the morning,0.0,0.0
P-063_Simple_12b.wav,He (not here) saw that they are playing with a stone.,He (not here) saw that they are playing with a stone.,he not here saw that they are playing with a stone,he not here saw that they are playing with a stone,0.0,0.0
P-063_Simple_13a.wav,She (right here) said that the woman is sleeping on the floor.,She (right here) said that the woman is sleeping on the floor.,she right here said that the woman is sleeping on the floor,she right here said that the woman is sleeping on the floor,0.0,0.0
P-063_Simple_2.wav,The monkey is on the tree.,The monkey is on the tree.,the monkey is on the tree,the monkey is on the tree,0.0,0.0
P-063_Simple_27.wav,She (right here) thinks that he (not here) will come tomorrow.,She (right here) thinks that he (not here) will come tomorrow.,she right here thinks that he not here will come tomorrow,she right here thinks that he not here will come tomorrow,0.0,0.0
P-063_Simple_28.wav,We waited until the bus arrived.,We waited until the bus arrived.,we waited until the bus arrived,we waited until the bus arrived,0.0,0.0
P-063_Simple_7a.wav,She (right here) saw a man.,She (right here) saw a man.,she right here saw a man,she right here saw a man,0.0,0.0
P-063_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-063_TAM_69.wav,I will go to Karachi on Sunday.,I will go to Karachi on Sunday.,i will go to karachi on sunday,i will go to karachi on sunday,0.0,0.0
P-063_TAM_70.wav,I will not walk to school.,I will not walk to school.,i will not walk to school,i will not walk to school,0.0,0.0
P-063_TAM_76.wav,You walked to town yesterday.,You walked to town yesterday.,you walked to town yesterday,you walked to town yesterday,0.0,0.0
P-063_TAM_80.wav,They are not walking today.,They are not walking today.,they are not walking today,they are not walking today,0.0,0.0
P-063_TAM_82.wav,I might walk there later.,I might walk there later.,i might walk there later,i might walk there later,0.0,0.0
P-063_Val_290.wav,They turned off the light.,They turned off the light.,they turned off the light,they turned off the light,0.0,0.0
P-063_Val_299.wav,The baby cried.,The baby cried.,the baby cried,the baby cried,0.0,0.0
P-063_Val_302.wav,They burned the firewood.,They burned the firewood.,they burned the firewood,they burned the firewood,0.0,0.0
P-063_Val_310.wav,The teacher spoke to the class.,The teacher spoke to the class.,the teacher spoke to the class,the teacher spoke to the class,0.0,0.0
P-063_Val_311.wav,The window opened by itself.,The window opened by itself.,the window opened by itself,the window opened by itself,0.0,0.0
P-066_Case_37.wav,Yesterday they (not here) caught the thief.,Yesterday they (not here) caught the thief.,yesterday they not here caught the thief,yesterday they not here caught the thief,0.0,0.0
P-066_Case_38.wav,He (right here) opened the box two days back.,He (right here) opened the box two days back.,he right here opened the box two days back,he right here opened the box two days back,0.0,0.0
P-066_Case_39.wav,Ahmed gave a flower to his wife.,Ahmed gave a flower to his wife.,ahmed gave a flower to his wife,ahmed gave a flower to his wife,0.0,0.0
P-066_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-066_Case_43.wav,She gave bread to the child.,He gave bread to the child.,she gave bread to the child,he gave bread to the child,16.67,3.7
P-066_Case_46.wav,My sister is in school.,My sister is in school.,my sister is in school,my sister is in school,0.0,0.0
P-066_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,he wrote the letter with a pen,he wrote the letter with a pen,0.0,0.0
P-066_Cau_315.wav,The nurse fed the baby.,The nurse fed the baby.,the nurse fed the baby,the nurse fed the baby,0.0,0.0
P-066_Cau_316.wav,Mother made me go outside.,Mother made me go outside.,mother made me go outside,mother made me go outside,0.0,0.0
P-066_Cau_318.wav,I made the girl clean the room with a broom.,I made the girl clean the room with a broom.,i made the girl clean the room with a broom,i made the girl clean the room with a broom,0.0,0.0
P-066_Cau_324.wav,"Because of bad weather, we could not go to the village.",He was not hurt.,because of bad weather we could not go to the village,he was not hurt,90.91,81.13
P-066_Cau_326.wav,I am unable to walk.,I am unable to walk.,i am unable to walk,i am unable to walk,0.0,0.0
P-066_Cau_328.wav,They made me wait outside.,They made me clean the house.,they made me wait outside,they made me clean the house,60.0,44.0
P-066_Cau_334.wav,The cold weather made him sick.,The cold weather made him sick.,the cold weather made him sick,the cold weather made him sick,0.0,0.0
